timestamp,cpu_percent,mem_percent,response_ms,apache_procs,connections,load_avg
2025-12-01 11:44:32,8,3,51.8,13,3,0,30.28
2025-12-01 11:44:33,1,4,51.8,12,3,0,33.06
2025-12-01 11:44:33,25,0,51.7,14,3,0,33.06
2025-12-01 11:44:33,1,4,51.7,14,3,0,33.06
2025-12-01 11:44:34,2,9,51.7,14,3,0,33.06
2025-12-01 11:44:34,10,0,51.7,12,3,0,33.06
2025-12-01 11:44:35,2,9,51.7,15,3,0,33.06
2025-12-01 11:44:35,2,9,51.7,13,3,0,33.06
2025-12-01 11:44:35,7,0,51.7,10,3,0,33.06
2025-12-01 11:44:36,12,9,51.6,12,3,0,33.06
2025-12-01 11:44:36,7,2,51.6,14,3,0,33.06
2025-12-01 11:44:36,2,9,51.6,14,3,0,33.06
2025-12-01 11:44:37,8,6,51.6,11,3,0,33.06
2025-12-01 11:44:37,13,0,51.3,12,3,0,33.06
2025-12-01 11:44:38,2,9,51.3,14,3,0,33.06
2025-12-01 11:44:38,2,9,51.4,10,3,0,35.70
2025-12-01 11:44:38,2,9,51.4,14,3,0,35.70
2025-12-01 11:44:39,2,9,51.4,10,3,0,35.70
2025-12-01 11:44:39,2,9,51.5,14,3,0,35.70
2025-12-01 11:44:39,2,9,51.5,16,3,0,35.70
2025-12-01 11:44:40,1,5,51.5,14,3,0,35.70
