timestamp,cpu_percent,mem_percent,response_ms,apache_procs,connections,load_avg
2025-10-31 01:03:31,13,5,65,8,300,11,0,0.59
2025-10-31 01:03:31,2,9,65,8,322,11,0,0.59
2025-10-31 01:03:32,60,5,65,7,319,11,0,0.59
2025-10-31 01:03:33,5,7,65,5,295,11,0,0.62
2025-10-31 01:03:34,5,6,65,5,304,11,0,0.62
2025-10-31 01:03:34,2,9,65,5,304,11,0,0.62
2025-10-31 01:03:35,13,9,65,4,297,11,0,0.62
2025-10-31 01:03:36,2,9,65,3,296,11,0,0.62
2025-10-31 01:03:36,2,9,65,3,307,11,0,0.62
2025-10-31 01:03:37,5,6,65,2,296,11,0,0.62
2025-10-31 01:03:38,8,8,65,0,297,11,0,0.65
2025-10-31 01:03:38,2,9,64,9,305,11,0,0.65
2025-10-31 01:03:39,2,8,65,0,293,11,0,0.65
2025-10-31 01:03:40,8,6,65,1,293,11,0,0.65
2025-10-31 01:03:41,2,9,65,1,303,11,0,0.65
2025-10-31 01:03:41,2,9,65,2,302,11,0,0.65
2025-10-31 01:03:42,5,7,65,3,298,11,0,0.65
2025-10-31 01:03:43,0,0,65,3,302,11,0,0.68
2025-10-31 01:03:43,2,9,65,3,292,11,0,0.68
2025-10-31 01:03:44,5,7,65,3,293,11,0,0.68
2025-10-31 01:03:45,8,6,65,2,299,11,0,0.68
2025-10-31 01:03:45,2,9,65,3,309,11,0,0.68
2025-10-31 01:03:46,8,6,65,3,327,11,0,0.68
2025-10-31 01:03:47,2,9,65,2,296,11,0,0.68
2025-10-31 01:03:48,0,0,65,3,298,11,0,0.70
2025-10-31 01:03:48,2,9,65,3,319,11,0,0.70
2025-10-31 01:03:49,5,6,65,2,294,11,0,0.70
2025-10-31 01:03:50,8,3,65,3,297,11,0,0.70
2025-10-31 01:03:50,2,9,65,4,305,11,0,0.70
2025-10-31 01:03:52,25,6,65,3,647,12,49,0.70
2025-10-31 01:03:53,28,3,65,2,663,16,48,1.85
2025-10-31 01:03:54,34,0,65,3,484,18,0,1.85
2025-10-31 01:03:55,11,4,65,2,297,18,0,1.85
2025-10-31 01:03:56,2,9,65,2,319,17,0,1.85
2025-10-31 01:03:56,5,7,65,3,299,16,0,1.85
2025-10-31 01:03:57,2,9,65,3,303,15,0,1.85
2025-10-31 01:03:58,11,8,65,2,297,15,0,1.78
2025-10-31 01:03:58,5,6,65,3,297,14,0,1.78
2025-10-31 01:03:59,2,9,65,2,303,13,0,1.78
2025-10-31 01:04:00,8,6,65,2,300,13,0,1.78
2025-10-31 01:04:01,2,9,65,0,302,12,0,1.78
2025-10-31 01:04:01,5,6,64,9,400,11,0,1.78
2025-10-31 01:04:02,22,9,64,9,301,11,0,1.78
2025-10-31 01:04:03,33,3,64,9,341,11,0,2.20
2025-10-31 01:04:04,5,7,65,0,351,11,0,2.20
2025-10-31 01:04:04,29,7,64,9,302,11,0,2.20
2025-10-31 01:04:05,2,9,64,9,301,11,0,2.20
2025-10-31 01:04:06,8,3,64,9,302,11,0,2.20
2025-10-31 01:04:07,2,9,64,9,307,11,0,2.20
2025-10-31 01:04:07,5,6,64,9,364,11,0,2.20
2025-10-31 01:04:08,11,4,64,9,297,11,0,2.02
2025-10-31 01:04:09,2,9,64,9,313,11,0,2.02
