timestamp,cpu_percent,mem_percent,response_ms,apache_procs,connections,load_avg
2025-10-31 01:42:04,2,9,67,3,305,11,0,4.52
2025-10-31 01:42:05,8,6,67,3,308,11,0,4.52
2025-10-31 01:42:05,64,1,67,2,341,11,0,4.52
2025-10-31 01:42:06,22,2,67,3,439,11,0,4.52
2025-10-31 01:42:07,65,9,67,6,323,11,0,4.52
2025-10-31 01:42:08,5,6,67,4,349,11,0,4.52
2025-10-31 01:42:09,5,7,67,4,369,11,0,4.24
2025-10-31 01:42:10,76,9,67,6,345,11,0,4.24
2025-10-31 01:42:10,2,9,67,7,452,11,0,4.24
2025-10-31 01:42:11,63,2,67,0,320,11,0,4.24
2025-10-31 01:42:12,41,7,67,1,396,11,0,4.24
2025-10-31 01:42:13,67,6,67,3,349,11,0,4.24
2025-10-31 01:42:14,27,8,67,3,431,11,0,3.90
2025-10-31 01:42:15,55,6,67,3,420,11,0,3.90
2025-10-31 01:42:16,58,3,67,1,366,11,0,3.90
2025-10-31 01:42:17,84,6,67,4,447,11,0,3.90
2025-10-31 01:42:18,66,7,67,6,446,11,0,3.90
2025-10-31 01:42:19,65,9,67,8,865,12,196,4.71
2025-10-31 01:42:21,54,0,67,8,787,14,200,4.71
2025-10-31 01:42:23,52,9,67,8,828,26,196,4.71
2025-10-31 01:42:24,53,2,68,0,990,40,197,7.13
2025-10-31 01:42:26,55,3,68,2,961,55,198,7.13
2025-10-31 01:42:28,50,0,68,6,892,74,201,7.13
2025-10-31 01:42:30,50,9,69,0,821,96,198,12.81
2025-10-31 01:42:32,51,8,69,4,926,111,204,12.81
2025-10-31 01:42:33,52,9,69,7,770,138,201,23.07
2025-10-31 01:42:35,52,1,70,1,851,149,203,23.07
2025-10-31 01:42:37,45,5,70,2,937,151,196,23.07
2025-10-31 01:42:38,50,9,70,5,671,151,0,33.56
2025-10-31 01:42:39,59,1,70,8,440,151,0,33.56
2025-10-31 01:42:40,51,2,71,0,381,150,0,33.56
2025-10-31 01:42:41,53,7,71,1,416,149,0,33.56
2025-10-31 01:42:42,52,6,71,7,396,148,0,33.56
2025-10-31 01:42:43,35,9,71,7,388,147,0,33.56
2025-10-31 01:42:44,45,0,70,2,330,147,0,31.11
2025-10-31 01:42:45,51,3,69,7,368,146,0,31.11
2025-10-31 01:42:45,2,7,69,9,297,145,0,31.11
2025-10-31 01:42:47,23,3,69,9,624,145,99,31.11
2025-10-31 01:42:48,34,6,69,6,699,144,100,37.83
2025-10-31 01:42:50,52,8,69,1,904,144,98,37.83
2025-10-31 01:42:52,51,6,69,3,827,144,97,37.83
2025-10-31 01:42:53,33,3,69,5,577,144,65,46.33
2025-10-31 01:42:54,25,0,69,4,300,143,0,46.33
2025-10-31 01:42:55,2,7,69,3,298,142,0,46.33
2025-10-31 01:42:56,2,7,69,3,296,141,0,46.33
2025-10-31 01:42:56,5,3,69,3,295,141,0,46.33
2025-10-31 01:42:57,5,4,69,1,300,140,0,46.33
2025-10-31 01:42:58,5,3,69,1,302,139,0,46.33
2025-10-31 01:42:59,5,4,69,1,311,138,0,42.62
2025-10-31 01:42:59,7,9,68,8,295,138,0,42.62
2025-10-31 01:43:00,10,3,68,9,303,137,0,42.62
2025-10-31 01:43:01,5,6,69,1,297,136,0,42.62
2025-10-31 01:43:02,2,7,68,9,373,135,0,42.62
2025-10-31 01:43:02,2,7,69,0,302,135,0,42.62
2025-10-31 01:43:03,5,4,68,9,296,134,0,42.62
2025-10-31 01:43:04,5,6,68,8,299,133,0,39.29
2025-10-31 01:43:05,2,7,68,8,305,133,0,39.29
2025-10-31 01:43:06,34,0,68,9,376,131,0,39.29
2025-10-31 01:43:06,5,1,68,8,297,131,0,39.29
2025-10-31 01:43:07,5,3,68,8,300,130,0,39.29
2025-10-31 01:43:08,2,8,69,0,298,129,0,39.29
2025-10-31 01:43:08,5,3,68,8,294,129,0,36.22
2025-10-31 01:43:09,5,6,68,9,301,128,0,36.22
2025-10-31 01:43:10,2,7,68,8,302,127,0,36.22
2025-10-31 01:43:11,5,4,68,7,306,126,0,36.22
2025-10-31 01:43:11,2,7,68,9,297,126,0,36.22
2025-10-31 01:43:12,5,4,68,7,295,125,0,36.22
2025-10-31 01:43:13,27,9,68,6,591,124,0,33.40
2025-10-31 01:43:14,5,4,68,4,298,123,0,33.40
2025-10-31 01:43:15,2,8,68,4,297,122,0,33.40
2025-10-31 01:43:15,5,4,68,4,301,122,0,33.40
2025-10-31 01:43:16,5,3,68,5,373,121,0,33.40
