timestamp,cpu_percent,mem_percent,response_ms,apache_procs,connections,load_avg
2025-12-01 11:28:40,2,9,53.9,10,3,0,15.88
2025-12-01 11:28:40,2,9,53.9,11,3,0,15.88
2025-12-01 11:28:41,0,0,53.9,14,3,0,15.88
2025-12-01 11:28:41,0,0,53.9,14,3,0,15.88
2025-12-01 11:28:41,0,0,54.0,14,3,0,15.88
2025-12-01 11:28:42,1,4,54.0,14,3,0,15.88
2025-12-01 11:28:42,1,4,54.1,14,3,0,19.73
2025-12-01 11:28:42,2,9,54.1,13,3,0,19.73
2025-12-01 11:28:43,2,9,53.7,29,3,0,19.73
2025-12-01 11:28:43,5,7,53.8,10,3,0,19.73
2025-12-01 11:28:44,1,4,53.8,13,3,0,19.73
2025-12-01 11:28:44,1,5,53.8,14,3,0,19.73
2025-12-01 11:28:44,3,0,53.9,12,3,0,19.73
2025-12-01 11:28:45,0,0,53.9,14,3,0,19.73
2025-12-01 11:28:45,7,2,54.0,13,3,0,19.73
2025-12-01 11:28:45,4,2,53.9,11,3,0,19.73
2025-12-01 11:28:46,2,9,54.0,14,3,0,19.73
2025-12-01 11:28:46,20,3,54.0,10,3,0,19.73
2025-12-01 11:28:46,0,0,54.0,13,3,0,19.73
2025-12-01 11:28:47,6,0,54.0,12,3,0,19.73
2025-12-01 11:28:47,1,4,54.0,14,3,0,23.52
2025-12-01 11:28:48,4,3,54.0,13,3,0,23.52
2025-12-01 11:28:48,0,0,54.1,14,3,0,23.52
2025-12-01 11:28:48,3,0,53.4,27,3,0,23.52
2025-12-01 11:28:49,2,9,53.4,12,3,0,23.52
2025-12-01 11:28:49,2,9,53.5,14,3,0,23.52
2025-12-01 11:28:49,1,4,53.5,14,3,0,23.52
2025-12-01 11:28:50,4,3,53.6,14,3,0,23.52
2025-12-01 11:28:50,1,4,53.7,14,3,0,23.52
2025-12-01 11:28:51,2,9,53.7,11,3,0,23.52
2025-12-01 11:28:51,2,9,53.7,14,3,0,23.52
2025-12-01 11:28:51,1,5,53.8,12,3,0,23.52
2025-12-01 11:28:52,2,9,53.8,11,3,0,23.52
2025-12-01 11:28:52,2,9,53.9,14,3,0,26.76
2025-12-01 11:28:52,26,7,53.9,13,3,0,26.76
2025-12-01 11:28:53,2,9,53.9,13,3,0,26.76
2025-12-01 11:28:53,4,4,54.0,10,3,0,26.76
2025-12-01 11:28:54,1,4,54.0,10,3,0,26.76
2025-12-01 11:28:54,2,9,54.0,13,3,0,26.76
2025-12-01 11:28:54,4,3,54.0,13,3,0,26.76
2025-12-01 11:28:55,2,9,54.0,13,3,0,26.76
2025-12-01 11:28:55,2,9,54.0,14,3,0,26.76
2025-12-01 11:28:55,33,3,54.0,12,3,0,26.76
2025-12-01 11:28:56,9,0,54.0,13,3,0,26.76
2025-12-01 11:28:56,1,4,54.1,14,3,0,26.76
2025-12-01 11:28:57,1,5,53.5,14,3,0,26.76
2025-12-01 11:28:57,0,0,53.6,10,3,0,26.76
2025-12-01 11:28:57,2,9,53.7,10,3,0,29.82
2025-12-01 11:28:58,4,4,53.7,13,3,0,29.82
2025-12-01 11:28:58,1,4,53.7,12,3,0,29.82
2025-12-01 11:28:58,4,3,53.9,13,3,0,29.82
