timestamp,cpu_percent,mem_percent,response_ms,apache_procs,connections,load_avg
2025-12-07 20:25:23,16.9,55.0,14,6,0,0.55
2025-12-07 20:25:23,4.5,55.2,13,6,0,0.55
2025-12-07 20:25:24,15.4,55.2,13,6,0,0.75
2025-12-07 20:25:24,14.7,55.2,13,6,0,0.75
2025-12-07 20:25:24,21.7,55.3,14,6,0,0.75
2025-12-07 20:25:25,13.4,55.3,13,6,0,0.75
2025-12-07 20:25:25,17.4,55.2,15,6,0,0.75
2025-12-07 20:25:26,1.5,55.0,14,6,0,0.75
2025-12-07 20:25:26,0.0,55.0,14,6,0,0.75
2025-12-07 20:25:26,6.1,55.0,10,6,0,0.75
2025-12-07 20:25:27,1.5,55.0,12,6,0,0.75
2025-12-07 20:25:27,5.6,55.1,14,6,0,0.75
2025-12-07 20:25:27,5.9,55.3,14,6,0,0.75
2025-12-07 20:25:28,0.0,55.3,13,6,0,0.75
2025-12-07 20:25:28,34.2,55.2,12,6,0,0.75
2025-12-07 20:25:28,2.9,55.1,13,6,0,0.69
2025-12-07 20:25:29,4.4,55.1,14,6,0,0.69
2025-12-07 20:25:29,2.9,55.1,13,6,0,0.69
2025-12-07 20:25:30,1.5,55.1,14,6,0,0.69
2025-12-07 20:25:30,1.5,55.1,10,6,0,0.69
2025-12-07 20:25:30,1.5,55.2,14,6,0,0.69
2025-12-07 20:25:31,2.9,55.2,13,6,0,0.69
2025-12-07 20:25:31,1.5,55.2,14,6,0,0.69
2025-12-07 20:25:31,2.9,55.2,13,6,0,0.69
2025-12-07 20:25:32,2.9,55.2,14,6,0,0.69
2025-12-07 20:25:32,1.5,55.2,13,6,0,0.69
2025-12-07 20:25:32,1.5,55.0,12,6,0,0.69
2025-12-07 20:25:33,1.5,55.0,14,6,0,0.69
2025-12-07 20:25:33,0.0,55.0,13,6,0,0.69
2025-12-07 20:25:34,2.9,55.0,13,6,0,0.63
2025-12-07 20:25:34,0.0,55.0,13,6,0,0.63
2025-12-07 20:25:34,4.3,55.1,13,6,0,0.63
2025-12-07 20:25:35,0.0,55.1,12,6,0,0.63
2025-12-07 20:25:35,4.4,55.1,14,6,0,0.63
2025-12-07 20:25:35,0.0,55.1,10,6,0,0.63
2025-12-07 20:25:36,1.5,55.1,13,6,0,0.63
2025-12-07 20:25:36,2.9,55.1,14,6,0,0.63
2025-12-07 20:25:37,1.5,55.2,13,6,0,0.63
2025-12-07 20:25:37,2.9,55.2,14,6,0,0.63
2025-12-07 20:25:37,2.9,55.1,13,6,0,0.63
2025-12-07 20:25:38,4.3,55.2,14,6,0,0.63
2025-12-07 20:25:38,2.9,55.2,14,6,0,0.63
2025-12-07 20:25:38,3.0,55.3,13,6,0,0.63
2025-12-07 20:25:39,0.0,55.3,12,6,0,0.74
2025-12-07 20:25:39,2.9,55.3,14,6,0,0.74
2025-12-07 20:25:39,33.3,55.3,11,6,0,0.74
2025-12-07 20:25:40,1.4,55.3,14,6,0,0.74
2025-12-07 20:25:40,7.7,55.3,10,6,0,0.74
2025-12-07 20:25:41,1.5,55.3,13,6,0,0.74
2025-12-07 20:25:41,1.5,55.3,13,6,0,0.74
2025-12-07 20:25:41,7.4,55.3,10,6,0,0.74
2025-12-07 20:25:42,2.9,55.4,14,6,0,0.74
2025-12-07 20:25:42,3.0,55.3,13,6,0,0.74
2025-12-07 20:25:42,1.5,55.3,13,6,0,0.74
2025-12-07 20:25:43,5.9,55.3,11,6,0,0.74
2025-12-07 20:25:43,1.5,55.3,14,6,0,0.74
2025-12-07 20:25:43,1.5,55.3,14,7,0,2.04
2025-12-07 20:25:44,1.5,55.3,13,7,0,2.04
2025-12-07 20:25:44,1.5,55.3,12,7,0,2.04
2025-12-07 20:25:45,1.5,55.3,14,7,0,2.04
2025-12-07 20:25:45,2.9,55.3,12,7,0,2.04
2025-12-07 20:25:45,0.0,55.3,14,7,0,2.04
2025-12-07 20:25:46,1.5,55.3,14,7,0,2.04
2025-12-07 20:25:46,2.9,55.3,14,7,0,2.04
2025-12-07 20:25:46,1.5,55.3,13,7,0,2.04
2025-12-07 20:25:47,1.5,55.3,12,7,0,2.04
2025-12-07 20:25:47,0.0,55.4,14,7,0,2.04
2025-12-07 20:25:48,2.9,55.4,13,7,0,2.04
2025-12-07 20:25:48,1.5,55.4,13,7,0,2.04
2025-12-07 20:25:48,0.0,55.4,13,7,0,2.04
2025-12-07 20:25:49,3.0,55.4,14,7,0,2.92
2025-12-07 20:25:49,3.0,55.4,13,7,0,2.92
2025-12-07 20:25:49,1.5,55.4,14,7,0,2.92
2025-12-07 20:25:50,2.9,55.4,14,7,0,2.92
2025-12-07 20:25:50,6.0,55.4,14,7,0,2.92
2025-12-07 20:25:51,0.0,55.4,14,7,0,2.92
2025-12-07 20:25:51,1.5,55.4,15,7,0,2.92
2025-12-07 20:25:51,7.4,55.4,10,7,0,2.92
2025-12-07 20:25:52,4.4,55.4,14,7,0,2.92
2025-12-07 20:25:52,2.9,55.4,14,7,0,2.92
2025-12-07 20:25:52,38.9,55.4,12,7,0,2.92
2025-12-07 20:25:53,2.9,55.4,11,7,0,2.92
