timestamp,cpu_percent,mem_percent,response_ms,apache_procs,connections,load_avg
2025-11-24 17:41:48,11,3,56.0,14,3,0,61.27
2025-11-24 17:41:48,8,5,56.1,16,3,0,61.49
2025-11-24 17:41:49,22,4,55.9,14,3,0,61.49
2025-11-24 17:41:49,27,0,56.0,12,3,0,61.49
2025-11-24 17:41:49,13,0,56.0,13,3,0,61.49
2025-11-24 17:41:50,7,4,55.7,10,3,0,61.49
2025-11-24 17:41:50,13,3,55.8,13,3,0,61.49
2025-11-24 17:41:51,2,9,55.9,13,3,0,61.49
2025-11-24 17:41:51,2,9,55.9,14,3,0,61.49
2025-11-24 17:41:51,2,9,56.0,12,3,0,61.49
2025-11-24 17:41:52,2,9,56.0,13,3,0,61.49
2025-11-24 17:41:52,6,0,56.0,11,3,0,61.49
2025-11-24 17:41:52,1,5,56.1,14,3,0,61.49
2025-11-24 17:41:53,1,4,56.1,15,3,0,61.49
2025-11-24 17:41:53,2,9,56.1,14,3,0,61.49
2025-11-24 17:41:54,4,3,56.0,13,3,0,61.85
2025-11-24 17:41:54,1,4,56.1,14,3,0,61.85
2025-11-24 17:41:54,1,4,56.1,14,3,0,61.85
2025-11-24 17:41:55,1,5,56.1,14,3,0,61.85
2025-11-24 17:41:55,4,3,56.2,12,3,0,61.85
2025-11-24 17:41:55,24,3,56.1,13,3,0,61.85
2025-11-24 17:41:56,27,3,56.0,16,3,0,61.85
2025-11-24 17:41:56,19,2,56.2,11,3,0,61.85
2025-11-24 17:41:56,7,0,56.2,11,3,0,61.85
2025-11-24 17:41:57,14,7,56.2,13,3,0,61.85
2025-11-24 17:41:57,66,2,56.2,10,3,0,61.85
2025-11-24 17:41:58,21,3,56.2,14,3,0,61.85
2025-11-24 17:41:58,8,3,56.1,11,3,0,61.85
2025-11-24 17:41:58,2,9,56.1,14,3,0,62.03
2025-11-24 17:41:59,1,4,56.1,14,3,0,62.03
2025-11-24 17:41:59,4,3,56.1,14,3,0,62.03
2025-11-24 17:41:59,4,3,56.2,14,3,0,62.03
2025-11-24 17:42:00,4,3,56.2,14,3,0,62.03
2025-11-24 17:42:00,1,5,56.2,14,3,0,62.03
2025-11-24 17:42:01,1,5,56.2,16,3,0,62.03
2025-11-24 17:42:01,0,0,56.2,14,3,0,62.03
2025-11-24 17:42:01,1,5,56.2,14,3,0,62.03
2025-11-24 17:42:02,7,0,56.2,13,3,0,62.03
2025-11-24 17:42:02,8,5,56.3,10,3,0,62.03
2025-11-24 17:42:02,1,4,56.3,14,3,0,62.03
2025-11-24 17:42:03,4,3,56.3,13,3,0,62.03
2025-11-24 17:42:03,3,0,56.4,14,3,0,62.03
2025-11-24 17:42:04,1,4,56.3,13,3,0,62.26
2025-11-24 17:42:04,0,0,56.3,14,3,0,62.26
2025-11-24 17:42:04,1,5,56.3,14,3,0,62.26
2025-11-24 17:42:05,1,4,56.3,14,3,0,62.26
2025-11-24 17:42:05,4,2,56.3,14,3,0,62.26
2025-11-24 17:42:05,2,9,56.3,14,3,0,62.26
2025-11-24 17:42:06,1,4,56.3,14,3,0,62.26
2025-11-24 17:42:06,4,5,55.1,13,3,0,62.26
2025-11-24 17:42:07,4,3,55.2,14,3,0,62.26
2025-11-24 17:42:07,2,9,55.2,14,3,0,62.26
2025-11-24 17:42:07,2,9,55.2,14,3,0,62.26
2025-11-24 17:42:08,1,4,55.2,14,3,0,62.26
2025-11-24 17:42:08,10,1,55.2,11,3,0,62.26
2025-11-24 17:42:08,2,9,55.2,15,3,0,62.40
2025-11-24 17:42:09,2,9,55.2,14,3,0,62.40
2025-11-24 17:42:09,2,9,55.2,14,3,0,62.40
2025-11-24 17:42:10,2,9,55.2,14,3,0,62.40
2025-11-24 17:42:10,2,9,55.2,14,3,0,62.40
2025-11-24 17:42:10,2,9,55.2,14,3,0,62.40
2025-11-24 17:42:11,2,9,55.2,14,3,0,62.40
2025-11-24 17:42:11,2,9,55.2,13,3,0,62.40
2025-11-24 17:42:11,2,9,55.1,14,3,0,62.40
2025-11-24 17:42:12,0,0,55.1,14,3,0,62.40
2025-11-24 17:42:12,5,8,55.1,14,3,0,62.40
2025-11-24 17:42:13,1,5,55.2,13,3,0,62.40
2025-11-24 17:42:13,4,3,55.1,10,3,0,62.40
2025-11-24 17:42:13,1,4,55.1,14,3,0,62.61
2025-11-24 17:42:14,1,4,55.1,10,3,0,62.61
2025-11-24 17:42:14,0,0,55.1,14,3,0,62.61
2025-11-24 17:42:14,1,5,55.2,14,3,0,62.61
2025-11-24 17:42:15,1,4,55.2,14,3,0,62.61
2025-11-24 17:42:15,56,3,55.2,12,3,0,62.61
2025-11-24 17:42:15,5,6,55.1,14,3,0,62.61
2025-11-24 17:42:16,4,3,55.1,14,3,0,62.61
2025-11-24 17:42:16,1,4,55.1,15,3,0,62.61
2025-11-24 17:42:17,1,4,55.1,14,3,0,62.61
2025-11-24 17:42:17,4,3,55.1,10,3,0,62.61
2025-11-24 17:42:17,1,4,55.1,14,3,0,62.61
2025-11-24 17:42:18,4,2,55.1,14,3,0,62.61
2025-11-24 17:42:18,11,8,55.2,10,3,0,62.61
2025-11-24 17:42:18,4,3,55.2,11,3,0,62.80
2025-11-24 17:42:19,5,7,55.2,12,3,0,62.80
2025-11-24 17:42:19,2,9,55.2,14,3,0,62.80
2025-11-24 17:42:20,1,4,55.2,12,3,0,62.80
2025-11-24 17:42:20,1,4,55.2,14,3,0,62.80
2025-11-24 17:42:20,1,5,55.2,14,3,0,62.80
2025-11-24 17:42:21,4,3,55.2,14,3,0,62.80
2025-11-24 17:42:21,4,3,55.2,11,3,0,62.80
2025-11-24 17:42:21,2,9,55.3,15,3,0,62.80
2025-11-24 17:42:22,0,0,55.2,14,3,0,62.80
2025-11-24 17:42:22,2,9,55.3,14,3,0,62.80
2025-11-24 17:42:23,4,4,55.2,14,3,0,62.80
2025-11-24 17:42:23,2,9,55.2,14,3,0,62.80
2025-11-24 17:42:23,1,4,55.2,14,3,0,62.90
2025-11-24 17:42:24,7,1,55.2,15,3,0,62.90
2025-11-24 17:42:24,40,0,55.3,13,3,0,62.90
2025-11-24 17:42:24,17,1,55.3,13,3,0,62.90
2025-11-24 17:42:25,1,4,55.3,14,3,0,62.90
2025-11-24 17:42:25,2,8,55.3,14,3,0,62.90
2025-11-24 17:42:26,1,4,55.3,14,3,0,62.90
2025-11-24 17:42:26,5,7,55.3,14,3,0,62.90
2025-11-24 17:42:26,2,9,55.3,14,3,0,62.90
2025-11-24 17:42:27,1,5,55.4,10,3,0,62.90
2025-11-24 17:42:27,5,6,55.4,10,3,0,62.90
2025-11-24 17:42:27,2,9,55.4,14,3,0,62.90
2025-11-24 17:42:28,1,4,55.5,14,3,0,62.90
2025-11-24 17:42:28,7,2,55.4,14,3,0,62.90
2025-11-24 17:42:29,2,9,55.4,14,3,0,63.07
2025-11-24 17:42:29,4,3,55.4,14,3,0,63.07
2025-11-24 17:42:29,1,5,55.4,14,3,0,63.07
2025-11-24 17:42:30,1,4,55.5,14,3,0,63.07
2025-11-24 17:42:30,2,9,55.5,14,3,0,63.07
2025-11-24 17:42:30,2,9,55.5,12,3,0,63.07
2025-11-24 17:42:31,1,5,55.4,14,3,0,63.07
2025-11-24 17:42:31,1,4,55.4,14,3,0,63.07
2025-11-24 17:42:32,16,9,55.4,11,3,0,63.07
2025-11-24 17:42:32,7,0,55.4,11,3,0,63.07
2025-11-24 17:42:32,2,9,55.4,13,3,1,63.07
2025-11-24 17:42:33,1,4,55.4,14,3,1,63.07
2025-11-24 17:42:33,4,2,55.4,14,3,1,63.07
2025-11-24 17:42:33,26,6,55.3,13,3,1,63.62
2025-11-24 17:42:34,2,9,55.3,14,3,1,63.62
2025-11-24 17:42:34,4,3,55.3,13,3,1,63.62
2025-11-24 17:42:35,2,9,55.2,14,3,1,63.62
2025-11-24 17:42:35,4,3,55.3,13,3,1,63.62
2025-11-24 17:42:35,2,9,55.3,15,3,1,63.62
2025-11-24 17:42:36,2,8,55.3,14,3,1,63.62
2025-11-24 17:42:36,1,4,55.3,11,3,1,63.62
2025-11-24 17:42:36,2,8,55.3,14,3,1,63.62
2025-11-24 17:42:37,2,9,55.3,14,3,1,63.62
2025-11-24 17:42:37,4,3,55.3,13,3,0,63.62
2025-11-24 17:42:38,4,2,55.2,14,3,0,63.62
2025-11-24 17:42:38,2,9,55.3,10,3,0,63.62
2025-11-24 17:42:38,2,9,55.2,14,3,0,63.65
2025-11-24 17:42:39,2,9,55.2,12,3,0,63.65
2025-11-24 17:42:39,1,5,55.2,14,3,0,63.65
2025-11-24 17:42:39,2,9,55.2,14,3,0,63.65
2025-11-24 17:42:40,4,3,55.2,10,3,0,63.65
2025-11-24 17:42:40,1,5,55.2,14,3,0,63.65
2025-11-24 17:42:41,2,9,55.2,14,3,0,63.65
2025-11-24 17:42:41,1,4,55.2,14,3,0,63.65
2025-11-24 17:42:41,1,4,55.2,14,3,0,63.65
2025-11-24 17:42:42,1,5,55.2,10,3,0,63.65
2025-11-24 17:42:42,2,9,55.2,10,3,0,63.65
2025-11-24 17:42:42,1,4,55.2,14,3,0,63.65
2025-11-24 17:42:43,4,3,55.2,13,3,0,63.65
2025-11-24 17:42:43,2,9,55.2,14,3,0,63.65
2025-11-24 17:42:43,2,9,55.2,13,3,0,63.84
2025-11-24 17:42:44,1,4,55.2,14,3,0,63.84
2025-11-24 17:42:44,1,4,55.3,14,3,0,63.84
2025-11-24 17:42:45,2,9,55.3,11,3,0,63.84
2025-11-24 17:42:45,2,9,55.3,14,3,0,63.84
2025-11-24 17:42:45,4,3,55.3,14,3,0,63.84
2025-11-24 17:42:46,1,4,55.3,13,3,0,63.84
2025-11-24 17:42:46,0,0,55.3,14,3,0,63.84
2025-11-24 17:42:46,5,5,55.3,14,3,0,63.84
2025-11-24 17:42:47,73,2,55.3,10,3,0,63.84
2025-11-24 17:42:47,2,9,55.3,14,3,0,63.84
2025-11-24 17:42:48,2,9,55.3,14,3,0,63.84
2025-11-24 17:42:48,2,8,55.3,13,3,0,63.84
2025-11-24 17:42:48,0,0,55.3,14,3,0,63.85
2025-11-24 17:42:49,2,9,55.3,14,3,0,63.85
2025-11-24 17:42:49,2,9,55.3,13,3,0,63.85
2025-11-24 17:42:49,1,4,55.3,14,3,0,63.85
2025-11-24 17:42:50,4,3,55.3,14,3,0,63.85
2025-11-24 17:42:50,4,3,55.3,14,3,0,63.85
2025-11-24 17:42:51,4,3,55.3,11,3,0,63.85
2025-11-24 17:42:51,1,5,55.3,15,3,0,63.85
2025-11-24 17:42:51,0,0,55.3,14,3,0,63.85
2025-11-24 17:42:52,1,5,55.3,13,3,0,63.85
2025-11-24 17:42:52,4,3,55.4,10,3,0,63.85
2025-11-24 17:42:52,0,0,55.3,14,3,0,63.85
2025-11-24 17:42:53,4,3,55.3,14,3,0,63.85
2025-11-24 17:42:53,4,3,55.3,12,3,0,63.85
2025-11-24 17:42:54,5,6,55.3,14,3,0,64.11
2025-11-24 17:42:54,1,4,55.4,14,3,0,64.11
2025-11-24 17:42:54,2,9,55.4,14,3,0,64.11
2025-11-24 17:42:55,1,5,55.5,13,3,0,64.11
2025-11-24 17:42:55,2,9,55.4,14,3,0,64.11
2025-11-24 17:42:55,4,4,55.4,14,3,0,64.11
2025-11-24 17:42:56,2,9,55.4,12,3,0,64.11
2025-11-24 17:42:56,2,9,55.4,14,3,0,64.11
2025-11-24 17:42:57,1,4,55.3,14,3,0,64.11
2025-11-24 17:42:57,2,8,55.3,10,3,0,64.11
2025-11-24 17:42:57,1,4,55.3,13,3,0,64.11
2025-11-24 17:42:58,2,9,55.3,14,3,0,64.11
2025-11-24 17:42:58,5,7,55.2,10,3,0,64.11
2025-11-24 17:42:58,4,3,55.2,13,3,0,64.10
2025-11-24 17:42:59,0,0,55.2,14,3,0,64.10
2025-11-24 17:42:59,1,4,55.2,14,3,0,64.10
2025-11-24 17:42:59,5,6,55.2,14,3,0,64.10
2025-11-24 17:43:00,0,0,55.2,14,3,0,64.10
2025-11-24 17:43:00,2,9,55.2,14,3,0,64.10
2025-11-24 17:43:01,1,5,55.2,14,3,0,64.10
2025-11-24 17:43:01,2,9,55.2,10,3,0,64.10
2025-11-24 17:43:01,2,9,55.2,15,3,0,64.10
2025-11-24 17:43:02,0,0,55.2,14,3,0,64.10
2025-11-24 17:43:02,4,3,55.2,10,3,0,64.10
2025-11-24 17:43:02,2,9,55.2,13,3,0,64.10
2025-11-24 17:43:03,1,5,55.2,11,3,0,64.10
2025-11-24 17:43:03,2,9,55.3,13,3,0,64.10
2025-11-24 17:43:04,1,4,55.3,14,3,0,64.33
2025-11-24 17:43:04,2,8,55.2,14,3,0,64.33
2025-11-24 17:43:04,2,8,55.2,14,3,0,64.33
2025-11-24 17:43:05,28,2,55.2,13,3,0,64.33
2025-11-24 17:43:05,0,0,55.2,14,3,0,64.33
2025-11-24 17:43:05,1,4,55.2,14,3,0,64.33
2025-11-24 17:43:06,4,3,55.2,14,3,0,64.33
2025-11-24 17:43:06,1,5,55.2,14,3,0,64.33
2025-11-24 17:43:07,2,9,55.1,14,3,0,64.33
2025-11-24 17:43:07,8,5,55.1,11,3,0,64.33
2025-11-24 17:43:07,2,9,55.1,13,3,0,64.33
2025-11-24 17:43:08,1,4,55.0,14,3,0,64.33
2025-11-24 17:43:08,11,4,55.0,12,3,0,64.33
2025-11-24 17:43:08,2,9,55.0,10,3,0,64.46
2025-11-24 17:43:09,2,9,55.1,14,3,0,64.46
2025-11-24 17:43:09,1,5,55.1,12,3,0,64.46
2025-11-24 17:43:10,2,9,55.1,14,3,0,64.46
2025-11-24 17:43:10,2,9,55.2,14,3,0,64.46
2025-11-24 17:43:10,4,2,55.2,14,3,0,64.46
2025-11-24 17:43:11,1,4,55.2,14,3,0,64.46
2025-11-24 17:43:11,4,3,55.2,13,3,0,64.46
2025-11-24 17:43:11,2,9,55.2,14,3,0,64.46
2025-11-24 17:43:12,4,4,55.2,13,3,0,64.46
2025-11-24 17:43:12,5,8,55.2,13,3,0,64.46
2025-11-24 17:43:13,1,4,55.2,13,3,0,64.46
2025-11-24 17:43:13,0,0,55.1,14,3,0,64.46
2025-11-24 17:43:13,7,4,55.1,11,3,0,64.83
2025-11-24 17:43:14,2,9,55.1,14,3,0,64.83
2025-11-24 17:43:14,2,9,55.2,14,3,0,64.83
2025-11-24 17:43:14,1,4,55.1,14,3,0,64.83
2025-11-24 17:43:15,2,9,55.1,15,3,0,64.83
2025-11-24 17:43:15,2,9,55.1,14,3,0,64.83
2025-11-24 17:43:16,1,5,55.1,14,3,0,64.83
2025-11-24 17:43:16,2,9,55.1,14,3,0,64.83
2025-11-24 17:43:16,4,2,55.1,14,3,0,64.83
2025-11-24 17:43:17,2,9,55.1,14,3,0,64.83
2025-11-24 17:43:17,7,2,55.1,10,3,0,64.83
2025-11-24 17:43:17,2,9,55.1,14,3,0,64.83
2025-11-24 17:43:18,4,3,55.1,12,3,0,64.83
2025-11-24 17:43:18,11,8,55.1,11,3,0,64.83
2025-11-24 17:43:19,2,9,55.2,14,3,0,64.84
2025-11-24 17:43:19,2,9,55.2,14,3,0,64.84
2025-11-24 17:43:19,2,9,55.2,14,3,0,64.84
2025-11-24 17:43:20,2,9,55.2,14,3,0,64.84
2025-11-24 17:43:20,2,9,55.2,14,3,0,64.84
2025-11-24 17:43:20,0,0,55.2,14,3,0,64.84
2025-11-24 17:43:21,1,4,55.2,14,3,0,64.84
2025-11-24 17:43:21,5,8,55.2,14,3,0,64.84
2025-11-24 17:43:22,4,2,55.3,14,3,0,64.84
2025-11-24 17:43:22,5,7,55.3,13,3,0,64.84
2025-11-24 17:43:22,1,5,55.3,12,3,0,64.84
2025-11-24 17:43:23,1,4,55.3,13,3,0,64.84
2025-11-24 17:43:23,23,1,55.2,10,3,0,64.84
2025-11-24 17:43:23,1,4,55.2,14,3,0,64.77
2025-11-24 17:43:24,1,5,55.2,14,3,0,64.77
2025-11-24 17:43:24,7,5,55.2,14,3,0,64.77
2025-11-24 17:43:24,1,4,55.2,12,3,0,64.77
2025-11-24 17:43:25,4,3,55.2,11,3,0,64.77
2025-11-24 17:43:25,1,4,55.2,14,3,0,64.77
2025-11-24 17:43:26,1,4,55.3,14,3,0,64.77
2025-11-24 17:43:26,2,9,55.3,14,3,0,64.77
2025-11-24 17:43:26,1,4,55.3,14,3,0,64.77
2025-11-24 17:43:27,1,4,55.3,14,3,0,64.77
2025-11-24 17:43:27,4,5,55.3,11,3,0,64.77
2025-11-24 17:43:27,2,8,55.3,11,3,0,64.77
2025-11-24 17:43:28,2,9,55.3,14,3,0,64.77
2025-11-24 17:43:28,5,9,55.3,14,3,0,64.77
2025-11-24 17:43:29,1,4,55.3,14,3,0,64.87
2025-11-24 17:43:29,4,3,55.3,10,3,0,64.87
2025-11-24 17:43:29,2,9,55.3,14,3,0,64.87
2025-11-24 17:43:30,1,5,55.3,14,3,0,64.87
2025-11-24 17:43:30,3,0,55.3,13,3,0,64.87
2025-11-24 17:43:30,1,4,55.3,13,3,0,64.87
2025-11-24 17:43:31,1,5,55.3,14,3,0,64.87
2025-11-24 17:43:31,2,9,55.4,14,3,0,64.87
2025-11-24 17:43:32,2,9,55.4,14,3,0,64.87
2025-11-24 17:43:32,4,3,55.4,14,3,0,64.87
2025-11-24 17:43:32,0,0,55.4,14,3,0,64.87
2025-11-24 17:43:33,1,4,55.4,12,3,0,64.87
2025-11-24 17:43:33,2,8,55.4,10,3,0,64.87
2025-11-24 17:43:33,5,6,55.4,13,3,0,64.96
2025-11-24 17:43:34,2,9,55.4,12,3,0,64.96
2025-11-24 17:43:34,4,4,55.5,14,3,0,64.96
2025-11-24 17:43:35,1,5,55.5,14,3,0,64.96
2025-11-24 17:43:35,4,3,55.5,14,3,0,64.96
2025-11-24 17:43:35,2,9,55.5,14,3,0,64.96
2025-11-24 17:43:36,4,4,55.5,13,3,0,64.96
2025-11-24 17:43:36,2,9,55.5,10,3,0,64.96
2025-11-24 17:43:36,0,0,55.5,13,3,0,64.96
2025-11-24 17:43:37,4,3,55.5,14,3,0,64.96
2025-11-24 17:43:37,4,3,55.5,12,3,0,64.96
2025-11-24 17:43:38,1,5,55.6,14,3,0,64.96
2025-11-24 17:43:38,4,4,55.6,14,3,0,64.96
2025-11-24 17:43:38,1,5,55.6,13,3,0,64.97
2025-11-24 17:43:39,1,5,55.6,10,3,0,64.97
2025-11-24 17:43:39,2,9,55.6,14,3,0,64.97
2025-11-24 17:43:39,2,8,55.5,11,3,0,64.97
2025-11-24 17:43:40,4,2,55.5,14,3,0,64.97
2025-11-24 17:43:40,4,3,55.4,14,3,0,64.97
2025-11-24 17:43:41,25,7,55.5,13,3,0,64.97
2025-11-24 17:43:41,4,3,55.5,14,3,0,64.97
2025-11-24 17:43:41,1,4,55.5,12,3,0,64.97
2025-11-24 17:43:42,0,0,55.4,14,3,0,64.97
2025-11-24 17:43:42,5,7,55.4,10,3,0,64.97
2025-11-24 17:43:42,2,9,55.5,14,3,0,64.97
2025-11-24 17:43:43,4,2,55.5,13,3,0,64.97
2025-11-24 17:43:43,2,9,55.5,13,3,0,64.97
2025-11-24 17:43:44,1,5,55.5,14,3,0,64.97
2025-11-24 17:43:44,1,4,55.4,16,3,0,64.97
