timestamp,cpu_percent,mem_percent,response_ms,apache_procs,connections,load_avg
2025-10-31 01:37:45,71,1,66,4,357,11,0,2.41
2025-10-31 01:37:46,16,7,66,5,463,11,0,2.41
2025-10-31 01:37:46,16,7,66,4,317,11,0,2.41
2025-10-31 01:37:47,20,0,66,4,369,11,0,2.41
2025-10-31 01:37:48,20,0,66,5,298,11,0,2.41
2025-10-31 01:37:49,2,9,66,5,303,11,0,2.30
2025-10-31 01:37:49,2,9,66,4,300,11,0,2.30
2025-10-31 01:37:50,2,9,66,3,305,11,0,2.30
2025-10-31 01:37:51,2,9,66,4,297,11,0,2.30
2025-10-31 01:37:51,5,6,66,4,294,11,0,2.30
2025-10-31 01:37:52,8,6,66,5,454,11,199,2.30
2025-10-31 01:37:54,29,5,66,6,774,14,200,3.08
2025-10-31 01:37:55,29,4,66,4,682,18,198,3.08
2025-10-31 01:37:57,30,0,66,3,607,26,198,3.08
2025-10-31 01:37:58,30,2,66,7,669,42,198,5.31
2025-10-31 01:38:00,29,4,66,9,673,70,199,5.31
2025-10-31 01:38:01,30,2,67,1,685,83,199,5.31
2025-10-31 01:38:03,36,7,67,5,596,106,190,5.31
2025-10-31 01:38:04,30,5,67,4,676,128,198,13.54
2025-10-31 01:38:05,33,3,67,9,298,138,0,13.54
2025-10-31 01:38:06,2,7,67,9,294,138,0,13.54
2025-10-31 01:38:06,2,6,68,2,300,137,0,13.54
2025-10-31 01:38:07,5,4,68,1,297,137,0,13.54
2025-10-31 01:38:08,5,3,68,1,297,136,0,13.54
2025-10-31 01:38:09,10,8,68,4,297,135,0,12.53
2025-10-31 01:38:09,8,3,68,2,294,134,0,12.53
2025-10-31 01:38:10,2,7,68,4,300,134,0,12.53
2025-10-31 01:38:11,2,8,68,2,297,133,0,12.53
2025-10-31 01:38:12,0,0,68,3,532,133,100,12.53
2025-10-31 01:38:13,26,1,68,2,609,133,100,22.18
2025-10-31 01:38:15,30,4,68,2,575,133,98,22.18
2025-10-31 01:38:16,27,1,67,8,633,138,99,22.18
2025-10-31 01:38:18,29,8,68,1,698,146,76,22.18
2025-10-31 01:38:18,31,7,68,0,298,147,0,20.48
2025-10-31 01:38:19,2,7,68,2,295,147,0,20.48
2025-10-31 01:38:20,5,4,68,4,300,146,0,20.48
2025-10-31 01:38:21,10,3,68,2,403,145,0,20.48
